name,Cases,Deaths,Sick,Spread,DaytimePopDensity,Traffic,SVIHousing,Vaccines,DistancingGrade,Testing,PctBeds,PctVentilators,PctBlack,PctNative,AirPollution,PctGE65,PrematureDeath,Smoking,Diabetes,Obesity,PctNoIns,SVISocioeconomic
"Montana, McCone",233,2,13.7313432835821,0.0987124463519313,0.6,19.083651622,0.155,0.838,3.3,1262,0.0,0.0263,0.0053731343,0.0131343284,5.5,25.7,12770.468509,0.1327318372,0.088,0.248,6.7,0.0857
"Montana, Madison",1121,8,14.2563868613139,0.111507582515611,2.4,20.288752191,0.3954,0.603,3.0,3593,0.45,0.0,0.0043339416,0.0076414234,6.8,27.8,5490.7301426,0.1384794954,0.063,0.241,9.4,0.0634
"Montana, Meagher",225,7,20.9003215434084,0.173333333333333,0.8,15.145178707,0.0124,0.553,3.0,4082,0.38,0.0,0.0037513398,0.0075026795,4.7,22.8,3919.8991788,0.1697987153,0.07,0.259,13.0,0.2799
"Montana, Mineral",609,9,24.0963855421687,0.170771756978654,3.3,76.289407634,0.4008,0.522,3.0,3662,0.67,0.0,0.0046339203,0.0196941613,8.5,28.0,10923.504469,0.1779198375,0.089,0.277,7.7,0.6522
"Montana, Missoula",13918,129,11.8106590566625,0.100804713320879,48.1,244.45469942,0.6714,0.426,4.3,3356,0.67,0.28,0.0042427457,0.0265087422,8.6,14.6,6134.3146943,0.1697689863,0.061,0.222,6.7,0.2159
"Montana, Musselshell",491,15,8.1702859600086,0.0773930753564155,2.5,61.93638442,0.3066,0.696,2.3,4209,0.89,0.0,0.0077402709,0.0197806923,5.2,24.3,6767.2226721,0.1780968448,0.081,0.28,6.8,0.6659
"Montana, Park",1924,26,7.64818355640535,0.0665280665280665,5.6,114.41597653,0.2557,0.489,3.7,909,0.82,0.04,0.0032265774,0.0114722753,5.4,21.0,7524.9414903,0.1408404282,0.076,0.243,10.3,0.0952
"Montana, Petroleum",15,1,0.0,0.0,0.3,0.8147472511,0.0363,0.723,3.0,821,0.5388,0.035,0.0,0.0097465887,5.1,19.4,,0.1471489552,0.043,0.27,8.6,0.0296
"Montana, Phillips",630,19,9.57290132547865,0.0619047619047619,0.8,44.846905338,0.2945,0.627,3.0,885,0.26,0.0,0.0017182131,0.0940108002,4.8,21.5,6000.4469479,0.1768961845,0.106,0.348,16.2,0.6105
"Montana, Pondera",698,4,11.219022103148,0.0959885386819484,3.5,15.691218876,0.8803,0.537,3.0,1336,0.2,0.0,0.0033489618,0.143335566,6.0,19.8,8215.3762896,0.1898557132,0.121,0.349,8.5,0.6025
"Montana, Powder River",230,9,21.5617715617716,0.160869565217391,0.5,28.269939495,0.12,0.809,3.7,535,0.5825,0.0912,0.0017482517,0.0186480186,5.5,24.3,,0.1548837048,0.092,0.268,6.8,0.0541
"Montana, Powell",1202,14,8.46727898966705,0.0490848585690516,2.4,33.995705718,0.4998,0.599,3.0,3077,0.26,0.0,0.0114810563,0.0539609644,6.9,19.5,6893.6978144,0.1788678578,0.115,0.316,6.4,0.3213
"Montana, Prairie",151,2,3.67985280588776,0.0264900662251656,0.6,8.27699927,0.0322,0.669,3.3,1764,0.69,0.0,0.0018399264,0.0110395584,5.4,28.2,9967.1118961,0.1317165581,0.086,0.349,4.0,0.2414
"Montana, Ravalli",4529,56,9.77485407208376,0.0931773018326341,16.9,45.555912229,0.1098,0.568,3.7,3317,0.77,0.24,0.0035671268,0.0121374965,8.7,24.3,6657.96951,0.1532736336,0.066,0.265,10.9,0.4115
"Montana, Richland",1570,18,8.15541097773298,0.056687898089172,5.6,149.57429305,0.5167,0.677,3.3,315,0.78,0.0,0.0050398607,0.0240080638,6.2,14.2,7790.1363844,0.1407001498,0.076,0.309,9.8,0.0411
"Montana, Roosevelt",1836,57,1.80848177954607,0.0108932461873638,4.8,67.909119938,0.9131,0.482,2.0,1645,0.5,0.0,0.0034361154,0.6060222443,6.3,10.8,19911.880785,0.311958458,0.172,0.352,27.7,0.9124
"Montana, Rosebud",1511,55,12.2476001324065,0.0734612839179351,2.0,17.67101705,0.4409,0.333,3.0,5337,0.57,0.0,0.0040825334,0.3888337195,6.1,14.8,14405.883797,0.2099619251,0.125,0.319,18.8,0.7519
"Montana, Sanders",1198,17,17.8149273893955,0.176126878130217,4.2,11.771546446,0.1016,0.659,3.0,1436,0.69,0.07,0.0028706518,0.0415400203,9.5,28.9,9974.0749073,0.1837693074,0.105,0.248,11.5,0.7248
"Montana, Sheridan",484,7,7.88551401869159,0.0557851239669422,2.1,61.148627991,0.34,0.579,3.0,1753,0.26,0.0188,0.0046728972,0.0224883178,6.2,21.9,3946.6258563,0.1451009065,0.076,0.379,9.0,0.0965
"Montana, Silver Bow",5211,96,11.4594347440917,0.0769526002686624,49.1,164.85334865,0.8415,0.45,4.0,3689,0.76,0.62,0.006944246,0.0231189095,8.0,18.3,8685.821896,0.1736256653,0.079,0.252,5.3,0.4726
"Montana, Stillwater",973,20,5.87371512481645,0.0575539568345324,4.8,40.867818497,0.0926,0.628,3.0,1058,0.49,0.0725,0.0022026432,0.0121669813,5.3,21.1,4105.7055413,0.1344880817,0.088,0.251,6.3,0.0513
"Montana, Sweet Grass",505,7,10.2425876010782,0.0752475247524752,2.1,47.539828931,0.0099,0.641,3.0,2114,0.98,0.0,0.0037735849,0.0113207547,4.8,29.7,6412.5342013,0.1395205648,0.05,0.28,5.8,0.0328
"Montana, Teton",724,7,12.009087958455,0.102209944751381,2.5,13.438516949,0.7383,0.649,3.0,1822,1.0,0.0813,0.0022719896,0.0172022071,5.9,22.6,7705.7495845,0.1488789666,0.066,0.243,10.6,0.2118
"Montana, Toole",910,11,12.3634865031939,0.0659340659340659,2.5,38.815024099,0.8526,0.614,2.0,4983,0.03,0.0,0.0105089635,0.053162992,6.4,16.3,10274.061598,0.176224944,0.052,0.259,8.0,0.4045
"Montana, Treasure",77,1,22.0913107511046,0.194805194805195,0.7,0.7168486816,0.0729,0.593,3.7,718,0.6988,0.0863,0.0,0.0338733432,5.6,23.6,,0.1628501474,0.106,0.33,4.9,0.2462
"Montana, Valley",1090,21,12.6395051768186,0.0862385321100917,1.4,75.093847442,0.1,0.61,3.7,1447,0.36,0.0,0.0048406616,0.0930482722,5.7,21.7,8163.2727397,0.1603464045,0.119,0.306,8.4,0.215
"Montana, Wheatland",243,12,7.15563506261181,0.065843621399177,1.5,40.309575065,0.3359,0.691,3.0,5315,0.57,0.065,0.0040250447,0.051431127,4.7,20.5,8464.2801416,0.1748251596,0.093,0.321,13.3,0.6742
"Montana, Wibaux",154,7,12.5725338491296,0.0844155844155844,1.0,39.496346801,0.0697,0.761,3.3,619,0.725,0.0363,0.0,0.0116054159,5.3,20.9,,0.1623065243,0.077,0.303,12.8,0.4707
"Montana, Yellowstone",24512,332,12.0958928917115,0.0790225195822454,64.0,277.79510626,0.7453,0.553,5.0,3841,0.86,0.28,0.006569375,0.0484522628,6.3,16.1,7198.3521251,0.1618898273,0.083,0.268,7.2,0.0761
"Nebraska, Adams",2993,46,0.0,0.0,57.2,53.446151505,0.4565,0.632,4.3,204,0.89,0.07,0.0099647742,0.0131065342,8.0,17.2,7241.2696029,0.1459706455,0.11,0.367,7.5,0.2675
"Nebraska, Antelope",536,7,0.0,0.0,7.1,22.160367139,0.0115,0.666,3.0,286,0.5,0.0,0.0029987374,0.0052083333,7.5,22.8,6363.13405,0.1420167286,0.095,0.325,6.2,0.2197
"Nebraska, Arthur",22,1,0.0,0.0,0.6,1.8348773149,0.0013,0.834,3.0,432,0.55,0.06,0.0,0.0043010753,5.3,25.4,,0.1465289338,0.038,0.345,11.5,0.1268
"Nebraska, Banner",36,0,0.0,0.0,0.7,0.2252640792,0.001,0.753,3.3,0,0.5425,0.0475,0.0191780822,0.002739726,4.6,19.3,,0.1456652801,0.096,0.288,4.2,0.0169
"Nebraska, Blaine",21,0,0.0,0.0,0.6,6.4422910525,0.1261,0.781,3.7,0,0.5212,0.0912,0.0042016807,0.0021008403,5.8,25.6,,0.1314945388,0.069,0.35,5.5,0.1443
"Nebraska, Boone",584,4,0.0,0.0,8.0,24.968878156,0.0904,0.554,3.0,289,0.44,0.0,0.0038175224,0.0030540179,7.7,22.0,5364.1268268,0.1387906685,0.107,0.333,6.2,0.0261
"Nebraska, Box Butte",944,8,0.0,0.0,10.6,28.052636625,0.4744,0.727,3.3,529,0.72,0.0,0.0088191608,0.0452098032,4.7,17.2,6181.7075419,0.1551019114,0.111,0.361,6.8,0.2901
"Nebraska, Boyd",176,3,0.0,0.0,3.5,6.1466909757,0.0847,0.694,3.0,521,0.0,0.025,0.0010230179,0.0148337596,6.3,28.2,7256.6181793,0.1331625689,0.16,0.362,13.4,0.1057
"Nebraska, Brown",220,2,0.0,0.0,2.5,36.15783625,0.1636,0.681,2.3,34,0.49,0.0,0.0047090481,0.008745375,5.6,26.5,11582.484774,0.1562561432,0.086,0.385,12.2,0.2169
"Nebraska, Buffalo",5521,57,0.0,0.0,53.4,63.347668286,0.6211,0.653,5.0,765,0.82,0.25,0.0109241157,0.0060465585,7.8,13.5,5301.9846749,0.1479660832,0.084,0.295,8.9,0.1892
"Nebraska, Burt",671,12,0.0,0.0,12.2,35.645265359,0.276,0.488,2.3,325,0.7213,0.0975,0.0050863132,0.0225030826,8.8,23.8,7164.9590058,0.1703178364,0.107,0.36,10.1,0.222
"Nebraska, Butler",850,11,0.0,0.0,12.0,16.634631991,0.0914,0.55,3.0,724,0.53,0.0,0.0058327128,0.0044676098,8.5,20.2,6342.0942545,0.1364821212,0.095,0.337,5.3,0.1175
"Nebraska, Cass",2676,16,0.0,0.0,35.3,19.94238127,0.0493,0.483,4.0,678,0.475,0.1187,0.006078214,0.005925303,9.3,16.5,5415.0946371,0.1558773076,0.117,0.398,6.2,0.0229
"Nebraska, Cedar",776,11,0.0,0.0,10.5,13.957650329,0.0156,0.631,3.0,202,0.4,0.015,0.0029599811,0.0063935591,8.1,21.1,5715.3631606,0.1263550952,0.088,0.364,5.5,0.0799
"Nebraska, Chase",463,5,0.0,0.0,4.6,13.212865398,0.0901,0.724,3.0,1147,0.55,0.0,0.0047774705,0.0045260246,6.2,22.4,7119.040803,0.1441586791,0.076,0.322,8.1,0.172
"Nebraska, Cherry",301,7,0.0,0.0,1.0,23.077590091,0.2929,0.703,3.7,387,0.73,0.0,0.0036452005,0.063530637,5.0,21.1,6128.6628651,0.1434746814,0.078,0.275,5.9,0.1675
"Nebraska, Cheyenne",938,16,0.0,0.0,9.0,10.782332237,0.2732,0.626,4.0,584,0.31,0.0,0.0048335124,0.0105263158,5.3,17.9,7123.3829199,0.1395940291,0.088,0.293,6.0,0.0717
"Nebraska, Clay",706,11,0.0,0.0,10.0,6.3446196269,0.0178,0.628,3.0,193,0.4875,0.035,0.0045059543,0.0128741551,8.0,19.6,6058.1330321,0.1478798001,0.098,0.352,8.9,0.2583
"Nebraska, Colfax",1593,21,0.0,0.0,25.6,31.041802337,0.3139,0.608,2.7,420,0.2,0.0338,0.0378641669,0.0334528076,8.6,12.4,6303.3330268,0.1487880765,0.067,0.316,13.5,0.5834
"Nebraska, Cuming",1056,15,0.0,0.0,15.4,45.165273114,0.0933,0.539,3.3,68,0.63,0.0,0.0025727069,0.0082774049,8.7,21.6,3837.4364308,0.1306847538,0.096,0.355,7.5,0.2162
"Nebraska, Custer",852,19,0.0,0.0,4.3,40.620420246,0.1379,0.666,3.7,278,0.5,0.0912,0.0056273063,0.0063653137,6.7,21.6,5833.9899,0.1479918233,0.11,0.36,7.1,0.0946
"Nebraska, Dakota",3939,65,0.0,0.0,85.6,141.76873361,0.8055,0.462,5.0,220,0.6063,0.1425,0.0539759996,0.040382413,8.9,12.9,5596.0362007,0.1689220353,0.109,0.386,12.8,0.7236
"Nebraska, Dawes",749,12,0.0,0.0,6.6,37.970682814,0.5441,0.666,3.7,105,0.6,0.0,0.0174391923,0.040614961,4.1,17.7,5947.9194698,0.1495495499,0.076,0.28,9.7,0.2127
"Nebraska, Dawson",2888,31,0.0,0.0,23.5,31.876543995,0.7475,0.605,4.0,254,0.39,0.0,0.0571512928,0.0186848876,7.2,15.4,5770.0118422,0.1395749112,0.114,0.356,10.5,0.5261
"Nebraska, Deuel",107,1,0.0,0.0,3.8,20.933097321,0.0137,0.709,3.0,390,0.4575,0.0,0.0021917808,0.015890411,5.6,24.6,5507.7627247,0.1394962069,0.12,0.355,15.1,0.3121
"Nebraska, Dixon",611,9,0.0,0.0,9.8,15.228810258,0.1904,0.621,3.0,390,0.5488,0.15,0.0035032405,0.0099842354,8.5,19.6,4694.2019391,0.130838361,0.092,0.359,5.9,0.3264
"Nebraska, Dodge",4964,62,0.0,0.0,68.5,42.985863043,0.5737,0.539,5.0,656,0.83,0.21,0.0093772934,0.0153841972,9.0,18.7,6973.3621372,0.1739900728,0.12,0.352,9.6,0.3771
"Nebraska, Douglas",71755,718,0.0,0.0,1860.1,309.62297626,0.6606,0.434,5.0,843,0.86,0.34,0.1104254869,0.0122283376,9.5,12.3,6440.1113627,0.1589361354,0.088,0.301,9.2,0.2338
"Nebraska, Dundy",185,4,0.0,0.0,2.2,4.8570409244,0.0509,0.668,3.0,827,0.29,0.0,0.004519774,0.0163841808,6.2,19.9,7653.3028004,0.156888851,0.073,0.345,15.2,0.3666
"Nebraska, Fillmore",507,8,0.0,0.0,10.2,8.3989458678,0.0656,0.534,2.3,934,0.15,0.0,0.0070562692,0.0085037091,8.2,23.3,4510.4390391,0.1377712701,0.128,0.324,5.8,0.0822
"Nebraska, Franklin",242,4,0.0,0.0,4.7,6.9425647649,0.0481,0.658,2.3,201,0.5575,0.0663,0.0016539861,0.0056235528,7.3,26.5,12124.060048,0.1471571437,0.064,0.303,5.0,0.2022
"Nebraska, Frontier",193,1,0.0,0.0,2.6,8.4476533919,0.2222,0.765,3.0,1827,0.5062,0.06,0.004601227,0.0053680982,6.5,24.9,4131.1839347,0.1385209261,0.111,0.435,9.6,0.1344
"Nebraska, Furnas",508,5,0.0,0.0,6.8,29.505276545,0.1621,0.618,3.0,278,0.34,0.0,0.0044538706,0.0072110286,6.9,23.9,6771.5591233,0.1553281938,0.103,0.341,8.2,0.2605
"Nebraska, Gage",2188,19,0.0,0.0,24.2,38.361104649,0.1264,0.628,3.7,209,0.31,0.0,0.0073047039,0.0066998558,8.9,20.4,7768.3859175,0.1459456533,0.109,0.386,5.3,0.2242
"Nebraska, Garden",113,1,0.0,0.0,1.1,14.414235199,0.0287,0.597,3.0,327,0.6,0.0,0.0036900369,0.0126515551,5.0,26.0,3888.8555434,0.1426143155,0.124,0.289,9.9,0.0328
"Nebraska, Garfield",153,1,0.0,0.0,3.7,3.7898289258,0.086,0.735,3.0,152,0.3475,0.0575,0.0020130851,0.0025163563,6.5,28.3,10692.009637,0.1334198696,0.068,0.275,3.8,0.0624
"Nebraska, Gosper",187,5,0.0,0.0,3.7,17.210813943,0.0315,0.658,3.0,251,0.5175,0.0312,0.0065130261,0.006012024,6.9,25.2,6619.8169512,0.1228790391,0.069,0.252,5.1,0.0096
"Nebraska, Grant",41,4,0.0,0.0,0.8,6.7699875711,0.1363,0.827,3.0,803,0.4462,0.06,0.0015151515,0.0015151515,5.1,22.1,,0.1639898566,0.072,0.334,11.4,0.4589
"Nebraska, Greeley",214,1,0.0,0.0,3.8,5.3870920493,0.0175,0.642,3.0,382,0.4025,0.0575,0.0067911715,0.0012733447,7.1,25.0,4743.8701958,0.1326973918,0.1,0.384,6.1,0.1299
"Nebraska, Hall",7863,117,0.0,0.0,122.5,59.6542743,0.5909,0.595,5.0,421,0.86,0.21,0.0306134043,0.0193484507,7.9,14.4,6880.4191097,0.1571880189,0.103,0.349,11.9,0.4455
"Nebraska, Hamilton",967,17,0.0,0.0,15.8,33.857917453,0.0185,0.601,4.0,279,0.6,0.0,0.0034482759,0.0033405172,8.1,19.0,5047.1307983,0.1253978336,0.094,0.306,5.8,0.0194
"Nebraska, Harlan",219,0,0.0,0.0,5.3,13.080131488,0.0662,0.637,2.3,118,0.29,0.0312,0.0023522493,0.0058806233,7.1,25.0,8620.5592176,0.1503883813,0.111,0.347,6.7,0.2124
"Nebraska, Hayes",61,0,0.0,0.0,1.2,0.6732426954,0.0006,0.792,3.0,542,0.5275,0.06,0.0032751092,0.0054585153,6.2,18.1,,0.1415429243,0.08,0.253,8.3,0.2987
"Nebraska, Hitchcock",255,5,0.0,0.0,3.3,14.285344341,0.1372,0.704,3.0,978,0.4425,0.06,0.0021382751,0.0053456878,6.3,24.8,11965.239993,0.1610582183,0.102,0.377,10.5,0.2691
"Nebraska, Holt",865,16,0.0,0.0,4.3,36.898369414,0.1086,0.631,3.7,467,0.67,0.0,0.0032422873,0.0073688347,6.7,21.2,4770.251107,0.1344544389,0.102,0.32,6.0,0.0615
"Nebraska, Hooker",54,2,0.0,0.0,1.2,10.457354356,0.1557,0.623,3.0,587,0.6088,0.06,0.0,0.004398827,5.3,32.7,,0.1300172646,0.087,0.266,8.5,0.2882
"Nebraska, Howard",559,10,0.0,0.0,8.8,9.370162663,0.0261,0.619,3.7,528,0.25,0.0663,0.0047928262,0.0060296846,7.5,21.1,3153.8985357,0.148096562,0.111,0.373,6.0,0.1997
"Nebraska, Jefferson",669,1,0.0,0.0,13.1,38.637827936,0.0793,0.511,3.3,341,0.67,0.0437,0.0046498521,0.007890658,8.4,23.2,4778.4052485,0.1544844593,0.097,0.366,5.6,0.2293
"Nebraska, Johnson",641,9,0.0,0.0,12.4,11.100506886,0.8287,0.518,3.0,375,0.16,0.0,0.0619400078,0.0155823919,8.9,18.2,7717.9489563,0.158611278,0.1,0.365,6.1,0.3414
"Nebraska, Kearney",690,5,0.0,0.0,12.4,30.042933103,0.1792,0.585,3.7,677,0.49,0.0,0.0024449878,0.0056540342,7.5,19.1,6942.977531,0.1492266342,0.1,0.374,6.1,0.0771
"Nebraska, Keith",723,10,0.0,0.0,7.4,20.468365082,0.2932,0.684,3.7,747,0.37,0.0,0.0077297095,0.0076050368,6.0,26.5,7369.0038453,0.1510700571,0.097,0.301,8.0,0.2341
"Nebraska, Keya Paha",54,0,0.0,0.0,0.9,3.4474032318,0.0032,0.742,3.0,124,0.3862,0.0,0.0,0.0061728395,5.6,23.2,,0.1185104217,0.136,0.299,6.4,0.0108
"Nebraska, Kimball",423,1,0.0,0.0,3.8,21.46410979,0.2423,0.687,3.0,193,0.45,0.0,0.002763958,0.0226644555,4.8,24.4,9489.4303569,0.1514006041,0.119,0.386,13.6,0.529
"Nebraska, Knox",888,12,0.0,0.0,7.2,5.5038923208,0.4721,0.562,2.3,348,0.13,0.0,0.0034445896,0.1027437938,7.6,24.1,7026.6635809,0.1348708893,0.102,0.32,7.8,0.2201
"Nebraska, Lancaster",31468,170,0.0,0.0,390.0,106.42396083,0.6925,0.412,5.0,1402,0.85,0.35,0.0396568244,0.0098149222,9.1,13.0,5410.9664078,0.1289922142,0.075,0.287,7.2,0.1573
"Nebraska, Lincoln",3874,60,0.0,0.0,14.5,42.745367725,0.7491,0.734,4.0,659,0.97,0.48,0.010686372,0.0108853204,6.5,18.3,7487.8134017,0.1581891442,0.119,0.372,9.4,0.1338
"Nebraska, Logan",82,0,0.0,0.0,1.2,4.7218284742,0.1009,0.822,3.7,401,0.5388,0.06,0.0013351135,0.0093457944,5.8,19.4,,0.1465860801,0.113,0.349,8.5,0.1494
"Nebraska, Loup",42,0,0.0,0.0,1.0,7.6797664989,0.0067,0.747,3.0,0,0.4425,0.0312,0.0113268608,0.003236246,6.1,28.9,,0.1305580222,0.074,0.306,5.1,0.0439
"Nebraska, McPherson",29,1,0.0,0.0,0.5,1.7032188259,0.0643,0.883,3.0,0,0.6012,0.06,0.0040650407,0.0,5.6,22.0,,0.1428615174,0.194,0.268,4.6,0.3682
"Nebraska, Madison",4303,44,0.0,0.0,67.8,66.339493775,0.6848,0.604,4.3,493,0.78,0.06,0.0120931284,0.0203718354,8.3,15.3,7492.3454509,0.15489283,0.11,0.342,8.8,0.3331
"Nebraska, Merrick",787,15,0.0,0.0,14.3,39.967180622,0.5587,0.621,4.0,619,0.35,0.035,0.0036208457,0.0085348506,8.0,19.8,5579.3228668,0.1555087525,0.155,0.383,9.1,0.1086
"Nebraska, Morrill",513,7,0.0,0.0,3.2,32.138479397,0.1172,0.693,3.0,431,0.36,0.0,0.0027742211,0.0185659411,4.9,20.2,6527.87474,0.1459330521,0.137,0.377,9.3,0.4124
"Nebraska, Nance",414,10,0.0,0.0,7.3,23.435505319,0.0487,0.74,3.0,341,0.06,0.0,0.004813137,0.0076443941,7.8,20.1,4397.2041395,0.1513503873,0.114,0.307,5.8,0.1818
"Nebraska, Nemaha",696,15,0.0,0.0,17.7,32.522440249,0.2245,0.556,3.3,344,0.26,0.0,0.0135096292,0.0050301811,9.0,19.4,7625.9832884,0.1470043137,0.105,0.386,6.5,0.2541
"Nebraska, Nuckolls",434,11,0.0,0.0,6.8,21.952807556,0.1598,0.553,3.0,844,0.47,0.0,0.0019070322,0.0057210965,7.8,26.8,6028.4132361,0.1418944577,0.103,0.344,6.7,0.1994
"Nebraska, Otoe",1473,10,0.0,0.0,24.5,30.360134145,0.1487,0.512,4.0,1062,0.49,0.0,0.0078198311,0.0066312168,9.2,19.0,4863.977397,0.137629247,0.124,0.397,6.4,0.1659
"Nebraska, Pawnee",234,1,0.0,0.0,6.0,11.6931611,0.3212,0.611,3.0,115,0.3,0.0,0.0056990881,0.001899696,8.7,27.4,6571.304274,0.1529865176,0.075,0.329,13.2,0.4057
"Nebraska, Perkins",294,11,0.0,0.0,3.5,20.883162724,0.0439,0.656,3.0,484,0.6,0.0,0.0058040287,0.0034141345,6.1,22.7,5039.3454019,0.1206933963,0.108,0.256,4.8,0.0694
"Nebraska, Phelps",1001,10,0.0,0.0,17.7,82.869131163,0.2674,0.664,4.0,232,0.69,0.0,0.0038906181,0.0082258782,7.5,19.8,4782.9429012,0.1338236257,0.1,0.368,3.9,0.0392
"Nebraska, Pierce",642,20,0.0,0.0,10.1,22.131668279,0.0385,0.664,3.3,476,0.39,0.0,0.0043405209,0.0037804537,7.9,18.5,8884.905533,0.145828616,0.114,0.323,4.6,0.0417
"Nebraska, Platte",4152,50,0.0,0.0,52.2,84.979024191,0.3442,0.602,5.0,469,0.53,0.0,0.0064442646,0.0132182358,8.6,16.9,5279.8235926,0.1489869763,0.094,0.358,9.1,0.2067
"Nebraska, Polk",585,9,0.0,0.0,10.3,22.000801487,0.2464,0.637,3.0,153,0.47,0.0,0.0017051914,0.0060629026,8.2,21.1,7933.6375451,0.1360169647,0.104,0.352,12.0,0.1978
"Nebraska, Red Willow",1214,15,0.0,0.0,15.7,38.682919182,0.4365,0.678,3.7,420,0.72,0.06,0.0131456274,0.007924669,6.7,19.6,6658.4148777,0.1562492246,0.09,0.349,8.2,0.2248
"Nebraska, Richardson",738,19,0.0,0.0,12.9,37.519408797,0.029,0.537,3.7,114,0.54,0.0,0.0037797657,0.0317500315,9.3,23.8,7602.6255435,0.1681022825,0.104,0.363,8.7,0.1981
"Nebraska, Rock",102,2,0.0,0.0,1.4,17.338118976,0.0713,0.682,2.3,0,0.26,0.0,0.0014705882,0.0095588235,5.9,27.2,11081.210588,0.1318272905,0.152,0.347,9.0,0.0076
"Nebraska, Saline",2044,2,0.0,0.0,25.5,34.527495863,0.5339,0.559,4.0,682,0.59,0.0437,0.008989547,0.0183275261,8.6,14.2,5900.7422415,0.1547058982,0.118,0.366,12.7,0.501
"Nebraska, Sarpy",22854,131,0.0,0.0,647.7,90.479860142,0.1439,0.455,5.0,740,0.87,0.1,0.0391414894,0.0073674909,9.5,11.0,4882.6882578,0.1297344456,0.093,0.326,5.4,0.0121
"Nebraska, Saunders",2534,16,0.0,0.0,22.4,18.667959843,0.0302,0.542,3.7,579,0.21,0.125,0.0049288833,0.0048819415,9.1,17.8,5986.5438283,0.1404424784,0.109,0.345,4.5,0.049
"Nebraska, Scotts Bluff",4193,48,0.0,0.0,50.7,50.896775683,0.2878,0.652,4.3,870,0.89,0.09,0.0080580177,0.0337881019,5.0,18.4,7424.3131464,0.1820336043,0.115,0.355,9.3,0.4229
"Nebraska, Seward",1761,32,0.0,0.0,26.6,33.670815946,0.2394,0.556,4.3,364,0.48,0.0,0.0068137198,0.005196905,8.6,16.7,5410.8471509,0.1358258961,0.097,0.314,5.1,0.0347
"Nebraska, Sheridan",530,10,0.0,0.0,2.0,15.395860596,0.7736,0.72,3.0,591,0.36,0.0,0.0040462428,0.1069364162,4.6,25.1,8397.9003461,0.162492126,0.126,0.319,12.4,0.3525
"Nebraska, Sherman",212,4,0.0,0.0,4.7,5.3012856583,0.0627,0.643,3.0,533,0.5825,0.0663,0.0023041475,0.0039499671,7.1,26.1,7279.6535047,0.1400569482,0.114,0.357,9.1,0.1529
"Nebraska, Sioux",39,0,0.0,0.0,0.5,1.8857519721,0.0325,0.781,3.3,86,0.5725,0.0112,0.00168492,0.0151642797,3.8,21.8,,0.1414451132,0.07,0.232,8.0,0.1398
"Nebraska, Stanton",372,11,0.0,0.0,11.5,5.1281148915,0.0057,0.758,3.0,152,0.555,0.0338,0.008040201,0.0083752094,8.3,16.6,6264.3121024,0.1406903313,0.072,0.381,4.4,0.0666
"Nebraska, Thayer",495,4,0.0,0.0,9.2,3.9717954808,0.0608,0.586,3.0,1099,0.26,0.0,0.0041674936,0.0041674936,8.1,25.1,7484.2596593,0.1346677152,0.089,0.33,4.9,0.0796
