name,Cases,Deaths,Sick,Spread,DaytimePopDensity,Traffic,SVIHousing,Vaccines,DistancingGrade,Testing,PctBeds,PctVentilators,PctBlack,PctNative,AirPollution,PctGE65,PrematureDeath,Smoking,Diabetes,Obesity,PctNoIns,SVISocioeconomic
"South Carolina, Dorchester",32772,347,8.77078314565476,0.0429940192847553,219.9,36.433070543,0.3378,0.55,5.0,3188,0.7138,0.2975,0.2519437027,0.0072270257,10.0,13.1,7504.4833913,0.1711966901,0.098,0.315,9.4,0.3634
"South Carolina, Edgefield",4306,53,6.98654443294396,0.0438922433813284,45.1,12.990182171,0.9013,0.489,4.0,2190,0.73,0.0,0.3509167529,0.0048055597,10.3,17.8,7205.3768719,0.166554415,0.176,0.383,8.9,0.6825
"South Carolina, Fairfield",3196,93,4.10677618069815,0.0287859824780976,31.8,3.9374477293,0.4581,0.527,4.0,2497,0.74,0.3075,0.5700830283,0.0033479154,10.1,19.7,12562.032113,0.1936124333,0.207,0.424,10.5,0.8666
"South Carolina, Florence",25971,511,7.07156247511925,0.0376188825998229,190.0,32.446564768,0.9344,0.53,5.0,3367,0.91,0.49,0.4266895389,0.0041618715,10.2,15.9,11042.445021,0.1804396331,0.16,0.382,10.3,0.7551
"South Carolina, Georgetown",9430,164,6.37761249176694,0.0420996818663839,75.8,44.425410016,0.4982,0.515,5.0,1910,0.88,0.36,0.3063984964,0.0032289675,9.4,26.2,10737.725476,0.1635367116,0.157,0.34,10.2,0.6331
"South Carolina, Greenville",101153,1300,7.9869626011011,0.0406018605478829,698.0,62.557520103,0.7326,0.529,5.0,4399,0.84,0.57,0.1791533859,0.0049104165,9.5,15.0,7591.507375,0.1480169972,0.109,0.285,10.8,0.3309
"South Carolina, Greenwood",11613,199,11.8460298836601,0.0721605097735297,156.2,31.791832172,0.8787,0.573,5.0,4252,0.88,0.53,0.3177223958,0.0050748505,10.5,17.7,9829.1791679,0.1873348276,0.137,0.363,11.8,0.8315
"South Carolina, Hampton",3020,71,4.96098392847915,0.0317880794701987,35.0,20.310314547,0.5903,0.452,4.0,2143,0.31,0.0,0.5274146039,0.0048576301,10.2,17.6,11370.525149,0.2019513916,0.179,0.423,10.4,0.9073
"South Carolina, Horry",60192,819,7.13067381090057,0.0407695374800638,304.3,58.341302208,0.5734,0.506,5.0,2297,0.9,0.24,0.1272450435,0.0059189823,9.8,22.2,9642.2425613,0.1739527235,0.122,0.306,13.8,0.536
"South Carolina, Jasper",3857,72,4.41821131476304,0.0331864143116412,37.7,34.168276701,0.9226,0.685,4.3,1739,1.0,0.76,0.4102723413,0.008629319,10.2,17.1,9327.6544217,0.2054031789,0.176,0.374,15.6,0.8755
"South Carolina, Kershaw",11558,191,8.6138553482132,0.0488838899463575,81.8,26.110186923,0.071,0.505,5.0,3397,0.86,0.69,0.2416453226,0.0042383217,10.3,17.6,9198.6887205,0.1591129024,0.127,0.388,10.5,0.6691
"South Carolina, Lancaster",15319,209,7.28664290207591,0.0453684966381618,150.2,21.263852718,0.3216,0.629,5.0,2621,0.69,0.33,0.2115957224,0.0034074229,10.8,20.1,8865.6709882,0.1576096205,0.151,0.315,8.6,0.5277
"South Carolina, Laurens",10998,201,11.8816610442726,0.0723767957810511,88.3,18.087972033,0.8704,0.667,5.0,2963,0.8,0.61,0.248738693,0.0038361644,10.6,17.6,10939.880164,0.1960398484,0.127,0.361,11.7,0.8809
"South Carolina, Lee",2453,70,5.07525376268813,0.0354667753770893,35.4,8.2001345168,0.9771,0.644,4.0,2579,0.7288,0.4237,0.6363318166,0.0043752188,10.2,17.4,13274.456597,0.2131882981,0.175,0.397,11.1,0.9586
"South Carolina, Lexington",52734,675,6.66707340220722,0.0373004133955323,370.1,59.100797837,0.4693,0.53,5.0,4009,0.8,0.34,0.1495532688,0.005287562,10.0,15.0,7646.5508329,0.1630420535,0.118,0.321,9.5,0.3545
"South Carolina, McCormick",1312,30,5.84484590860786,0.0419207317073171,23.2,10.652567033,0.54,0.461,3.0,2145,0.7438,0.2387,0.4510095643,0.001381509,10.5,32.3,14018.728902,0.1677162927,0.16,0.342,6.3,0.85
"South Carolina, Marion",5304,133,10.1807403589033,0.0595776772247361,56.8,19.339875746,0.5014,0.584,4.3,2844,0.85,0.12,0.5627436451,0.0071200747,9.9,18.3,13143.431988,0.2003992965,0.219,0.436,12.8,0.9452
"South Carolina, Marlboro",4686,75,7.31115993635882,0.0411865130174989,49.1,15.764752012,0.9847,0.63,4.0,2470,0.7538,0.4025,0.5061747102,0.0487536935,10.3,16.7,13429.397022,0.2137946507,0.182,0.386,11.9,0.9812
"South Carolina, Newberry",7256,137,7.60643821391485,0.040380374862183,59.1,8.6468501463,0.9236,0.541,5.0,4781,0.44,0.17,0.2998442368,0.0080218069,10.2,18.7,7989.9579797,0.1834843738,0.155,0.357,8.7,0.8092
"South Carolina, Oconee",14834,193,10.6795620996759,0.0564244303626803,114.7,10.979454853,0.6278,0.599,5.0,12006,0.76,0.61,0.0732130553,0.0036236507,10.2,22.4,9203.1263749,0.1737981116,0.126,0.315,11.1,0.6516
"South Carolina, Orangeburg",14120,313,6.08507603469299,0.0374645892351275,79.5,19.184838356,0.865,0.527,5.0,3796,0.77,0.4,0.6161225757,0.0067752548,10.5,18.4,11865.888627,0.1723034471,0.176,0.411,11.2,0.8939
"South Carolina, Pickens",26736,422,10.1651232221039,0.0475014961101137,230.1,23.468691288,0.9175,0.593,5.0,9210,0.78,0.5,0.0682263861,0.0028094159,10.4,15.9,8337.8474774,0.1661957091,0.115,0.321,9.7,0.6611
"South Carolina, Richland",67006,732,5.424819574698,0.0335641584335731,596.9,115.88267471,0.8211,0.48,5.0,4880,0.72,0.45,0.4730206283,0.003654336,9.8,11.9,8134.7684047,0.1591109154,0.112,0.327,9.0,0.4729
"South Carolina, Saluda",2453,51,4.04010903426791,0.0338361190379128,39.5,19.116161347,0.4368,0.734,4.0,1363,0.74,0.315,0.2410436137,0.0138726636,10.3,18.8,6550.4872941,0.1898836217,0.173,0.381,13.3,0.7615
"South Carolina, Spartanburg",59631,1063,9.84746151493526,0.0518354547131526,397.4,38.852050215,0.8513,0.626,5.0,3610,0.96,0.55,0.2051910235,0.004304083,9.5,15.7,9362.9902134,0.1701949579,0.121,0.323,10.0,0.5713
"South Carolina, Sumter",15441,275,7.73621751539733,0.0533644194028884,161.2,33.091881222,0.9624,0.584,5.0,3257,0.71,0.43,0.4726697461,0.0055486706,10.5,15.5,9628.3841656,0.1801532316,0.139,0.382,11.4,0.8748
"South Carolina, Union",4261,95,11.9664356074425,0.0769772353907533,50.6,5.8344406763,0.7205,0.647,5.0,3375,0.67,0.0,0.3172564757,0.0032469901,10.2,19.4,11139.80441,0.1858376176,0.143,0.386,10.5,0.8631
"South Carolina, Williamsburg",5537,121,6.66535973338561,0.0368430558063934,33.1,12.04934845,0.9717,0.506,3.7,2832,0.9,0.2,0.6435339476,0.0050970398,9.8,19.2,13755.207234,0.1938463922,0.242,0.42,9.7,0.922
"South Carolina, York",45231,470,6.85106414026076,0.041520196325529,363.3,47.650820406,0.3547,0.6,5.0,3623,1.0,0.48,0.1890755076,0.0086057829,11.0,13.7,7117.0896343,0.1548370324,0.113,0.323,8.1,0.3255
"South Dakota, Aurora",524,15,8.92538379150304,0.0477099236641221,3.7,3.9369363333,0.1703,0.584,3.0,1381,0.2188,0.025,0.0067832917,0.0271331667,6.2,19.5,3278.0137143,0.1235154955,0.264,0.368,7.8,0.1506
"South Dakota, Beadle",3160,43,3.70703807657681,0.0221518987341772,14.1,49.86478234,0.6555,0.634,3.7,553,0.34,0.0,0.0091616798,0.0150399831,6.2,16.6,7651.9534864,0.1561740132,0.088,0.357,7.4,0.4745
"South Dakota, Bennett",433,9,4.32525951557093,0.0346420323325635,2.8,6.3524061412,0.2146,0.559,3.0,2823,0.33,0.0,0.0040369089,0.5989042676,4.8,11.5,17809.876908,0.2664108268,0.137,0.418,24.6,0.9675
"South Dakota, Bon Homme",1603,29,2.72206303724928,0.0118527760449158,9.8,3.0149760478,0.418,0.551,3.0,840,0.27,0.0,0.0126074499,0.0853868195,7.3,20.8,5758.3965671,0.1531560528,0.131,0.397,5.5,0.3414
"South Dakota, Brookings",4919,37,5.98887375113533,0.0428948973368571,45.6,6.5002948495,0.6106,0.613,5.0,2748,0.25,0.0,0.0154121253,0.0118925976,6.9,11.2,4637.917599,0.134972881,0.063,0.284,6.2,0.2408
"South Dakota, Brown",6266,95,5.41764167260149,0.0339929779763805,23.5,78.455865962,0.758,0.523,4.0,1504,0.61,0.06,0.0242140604,0.0344134703,5.9,16.6,5186.8938909,0.144672678,0.104,0.315,8.3,0.0997
"South Dakota, Brule",780,11,4.39854656722127,0.0294871794871795,6.8,45.591697619,0.8252,0.625,3.7,1340,0.22,0.0,0.0053547523,0.098680436,6.0,17.3,6936.0849799,0.1595997636,0.045,0.292,6.8,0.3946
"South Dakota, Buffalo",446,14,2.45579567779961,0.0112107623318386,4.1,9.9169300621,0.8835,0.507,3.0,1784,0.3238,0.07,0.0078585462,0.807956778,5.8,8.4,29138.378057,0.3601348957,0.16,0.48,39.3,0.9863
"South Dakota, Butte",1696,25,13.2068088436705,0.0795990566037736,3.8,32.141885999,0.4524,0.713,3.7,2062,0.6662,0.0575,0.0056740364,0.0243592252,5.1,19.4,6732.5998116,0.1591437028,0.11,0.32,14.5,0.2949
"South Dakota, Campbell",154,4,5.08351488743646,0.0454545454545455,1.7,6.121299193,0.028,0.715,3.0,727,0.2688,0.0,0.0029048656,0.0101670298,5.2,24.9,9482.8388076,0.1201347762,0.039,0.311,1.5,0.0478
"South Dakota, Charles Mix",1644,26,9.10259156136217,0.0517031630170316,8.4,16.26810987,0.6918,0.58,3.0,1905,0.21,0.0,0.0047119297,0.3209466695,6.8,18.2,12462.716567,0.202987091,0.102,0.424,19.0,0.7557
"South Dakota, Clark",488,5,2.67451190157796,0.0204918032786885,3.8,4.2142779521,0.157,0.552,3.0,562,0.33,0.0163,0.0184541321,0.0048141214,5.6,20.7,6157.9537186,0.1399268118,0.1,0.314,6.7,0.2264
"South Dakota, Clay",2101,16,3.2761199344776,0.0218943360304617,33.6,11.775452897,0.5677,0.444,4.3,988,0.27,0.1738,0.0161669397,0.0406666192,8.2,11.5,5585.0586237,0.1566460658,0.078,0.303,6.3,0.5083
"South Dakota, Codington",5192,82,7.35320364090666,0.0396764252696456,41.5,59.784671123,0.6221,0.609,5.0,982,0.79,0.07,0.0058897019,0.0271997144,5.4,16.5,5921.18545,0.1639114112,0.097,0.322,6.3,0.1599
"South Dakota, Corson",627,12,5.52220888355342,0.0366826156299841,1.6,3.6757483839,0.5931,0.711,2.3,1493,0.4138,0.0,0.0040816327,0.6557022809,5.1,10.7,22755.772067,0.3213508475,0.174,0.394,23.7,0.9691
"South Dakota, Custer",1208,15,11.0016044006418,0.0794701986754967,5.6,19.108212102,0.4489,0.621,3.3,1928,0.6,0.0575,0.0057300023,0.0367866147,3.8,27.9,6587.7651166,0.1385471758,0.162,0.309,9.3,0.1554
"South Dakota, Davison",3592,68,4.5477513895907,0.0250556792873051,50.5,14.144822825,0.6453,0.587,5.0,1441,0.43,0.2,0.0077817079,0.0335017686,6.8,17.7,6828.6627517,0.1510784255,0.082,0.273,6.2,0.2019
"South Dakota, Day",778,30,4.35967302452316,0.0308483290488432,5.1,11.0975312,0.0984,0.523,3.0,1235,0.26,0.0163,0.0038147139,0.0933696639,5.5,25.3,9501.689935,0.1526888868,0.113,0.36,10.4,0.3475
"South Dakota, Deuel",619,11,1.1528706479133,0.0080775444264943,6.6,8.1348086571,0.0748,0.669,3.0,1494,0.34,0.0088,0.0085312428,0.0055337791,5.7,21.2,4116.6193044,0.1301849925,0.111,0.363,7.6,0.1385
"South Dakota, Dewey",1708,30,8.63821138211382,0.0298594847775176,2.4,4.6776251353,0.8975,0.431,2.3,1714,0.62,0.0,0.0045731707,0.7401761518,5.1,9.6,17437.47964,0.3071723321,0.176,0.393,27.4,0.9446
"South Dakota, Douglas",498,9,2.0442930153322,0.0120481927710843,6.7,5.868605318,0.405,0.662,3.0,1472,0.09,0.025,0.0051107325,0.0248722317,6.5,23.6,,0.1265711685,0.133,0.291,13.6,0.1605
"South Dakota, Edmunds",560,14,3.09677419354839,0.0214285714285714,3.0,12.425008803,0.1041,0.684,2.3,731,0.32,0.0,0.0028387097,0.0116129032,5.7,20.0,5311.6083235,0.1338062854,0.096,0.311,4.6,0.0793
"South Dakota, Fall River",850,20,9.02633915359574,0.0717647058823529,4.1,43.671142305,0.7517,0.559,3.7,2220,0.3,0.0,0.0113939035,0.0659958568,3.7,26.5,9620.2992836,0.1551084018,0.112,0.327,7.1,0.2255
"South Dakota, Faulk",390,14,5.15021459227468,0.0307692307692308,2.4,4.1749594093,0.1827,0.558,3.0,783,0.26,0.0,0.0051502146,0.0060085837,5.5,25.4,8301.7735731,0.1341959158,0.083,0.365,7.0,0.1424
"South Dakota, Grant",1199,42,5.87659157688541,0.0350291909924937,11.2,41.961172317,0.0672,0.613,3.7,2255,0.32,0.0,0.0065761858,0.0149713166,5.5,20.1,5268.5468701,0.1332088704,0.078,0.271,6.9,0.0742
"South Dakota, Gregory",665,30,9.7340930674264,0.0616541353383459,3.9,5.2020513566,0.2553,0.627,3.0,2007,0.32,0.0,0.0037986705,0.0778727445,6.0,24.3,6848.360982,0.1560077705,0.089,0.298,9.8,0.2783
"South Dakota, Haakon",310,11,4.17101147028154,0.0258064516129032,1.1,5.7544211659,0.4476,0.722,3.0,527,0.68,0.1025,0.0020855057,0.0260688217,4.9,24.1,7444.7761274,0.1501530989,0.113,0.259,11.0,0.329
"South Dakota, Hamlin",963,40,12.2729504172803,0.0778816199376947,10.2,4.6803584192,0.2273,0.674,3.0,876,0.3938,0.0088,0.0047455408,0.0085092456,5.7,16.1,5128.0410555,0.1271634471,0.089,0.288,7.0,0.1121
"South Dakota, Hand",384,6,2.45248313917842,0.0208333333333333,2.2,26.993994934,0.1665,0.648,3.0,1630,0.22,0.07,0.0012262416,0.0055180871,5.7,24.0,5535.6352834,0.1265840125,0.073,0.311,4.6,0.0236
"South Dakota, Hanson",422,4,2.96208530805687,0.023696682464455,5.9,4.8473775191,0.0,0.686,3.0,898,0.365,0.0738,0.0041469194,0.0041469194,6.8,14.7,4687.8545064,0.1369063133,0.124,0.278,6.7,0.1322
"South Dakota, Harding",143,1,11.208967173739,0.0979020979020979,0.5,4.6933221291,0.3025,0.849,3.0,385,0.6375,0.0575,0.0088070456,0.0232185749,4.9,17.8,,0.1457480011,0.077,0.398,6.5,0.0627
"South Dakota, Hughes",2731,43,2.54957507082153,0.0164774807762724,22.8,99.131749895,0.9838,0.505,4.0,1523,0.74,0.36,0.0070254958,0.1190934844,5.6,16.1,6356.5404906,0.1523209858,0.094,0.325,6.7,0.0866
"South Dakota, Hutchinson",1014,28,3.92953929539295,0.0285996055226824,8.7,4.3860742973,0.2636,0.616,3.7,837,0.7,0.0,0.0098915989,0.0138211382,7.3,23.0,6242.3914738,0.1328060622,0.099,0.329,5.3,0.3019
"South Dakota, Hyde",147,1,0.0,0.0,1.8,7.7035211814,0.1659,0.609,3.0,538,0.2625,0.045,0.0054602184,0.0858034321,5.6,26.0,,0.1415619364,0.059,0.254,4.4,0.1621
"South Dakota, Jackson",367,15,6.04777744179014,0.0544959128065395,1.6,2.4923836858,0.9981,0.642,3.0,1077,0.6112,0.0575,0.0105836105,0.5231327487,4.8,14.2,16487.897905,0.2787267325,0.134,0.352,27.1,0.9525
"South Dakota, Jerauld",291,17,0.489476260401371,0.0034364261168384,4.4,0.8859308254,0.1407,0.615,3.0,447,0.14,0.025,0.0014684288,0.0068526676,6.1,27.0,5907.06353,0.1219841087,0.183,0.225,7.3,0.0815
"South Dakota, Jones",136,0,18.3189655172414,0.125,1.0,8.8701580237,0.0131,0.478,3.0,775,0.5288,0.045,0.0032327586,0.0452586207,5.2,24.5,,0.1360610991,0.113,0.27,15.0,0.2054
"South Dakota, Kingsbury",885,18,5.08233380768449,0.0282485875706215,5.5,16.39947268,0.0669,0.435,3.0,1458,0.11,0.075,0.0044724538,0.010977841,6.2,22.4,5789.6707196,0.1287078312,0.094,0.303,4.2,0.0745
"South Dakota, Lake",1512,20,4.28888718694953,0.037037037037037,20.6,47.000051639,0.5861,0.626,4.0,430,0.45,0.0,0.0104924562,0.0124071379,6.9,20.1,4735.381773,0.1421987166,0.089,0.315,7.0,0.1971
"South Dakota, Lawrence",4049,53,8.70207062662678,0.0553223018029143,32.1,27.46794761,0.8625,0.593,4.0,1942,0.75,0.0,0.0076143118,0.0235810575,5.0,20.1,8116.326384,0.151708368,0.088,0.264,9.3,0.1013
"South Dakota, Lincoln",9768,78,5.59457207475301,0.0336814086814087,82.8,21.641799453,0.0646,0.599,5.0,1955,0.21,0.1825,0.0149131906,0.0071930212,8.3,11.6,4479.2296458,0.1320715375,0.083,0.303,4.6,0.0035
"South Dakota, Lyman",699,11,1.83198115676524,0.0100143061516452,2.2,8.7669618217,0.6944,0.475,3.0,1005,0.3462,0.045,0.0068045014,0.3912588328,5.6,15.3,14718.721921,0.2109641194,0.124,0.376,16.0,0.7182
"South Dakota, McCook",876,25,4.86837360259647,0.0308219178082192,8.2,4.6596826272,0.1882,0.597,3.0,1074,0.4337,0.0738,0.0079336459,0.0133429499,7.2,18.7,6952.2475901,0.1356480209,0.086,0.363,9.1,0.2885
"South Dakota, McPherson",297,5,9.97091815538014,0.0808080808080808,2.1,6.1347010521,0.1305,0.896,3.0,1093,0.33,0.0075,0.0062318238,0.0024927295,5.3,29.3,6676.4092142,0.1427754738,0.118,0.308,7.7,0.6758
"South Dakota, Marshall",404,6,1.56494522691706,0.0198019801980198,5.1,9.9938459177,0.1433,0.564,3.0,952,0.02,0.0163,0.005086072,0.0952660407,5.4,20.0,5774.7147403,0.1428385781,0.108,0.303,8.0,0.0596
"South Dakota, Meade",4115,40,9.01251148653425,0.0619684082624544,6.8,41.999860324,0.3766,0.566,3.7,1740,0.52,0.0,0.0189439457,0.0300063618,5.5,14.1,6395.9179991,0.1595853247,0.086,0.292,10.0,0.05
"South Dakota, Mellette",293,2,4.89715964740451,0.0341296928327645,1.5,8.0321176723,0.8711,0.707,3.0,970,0.59,0.045,0.0029382958,0.5455435847,5.0,14.9,21491.463231,0.2866140522,0.139,0.358,34.3,0.9605
"South Dakota, Miner",326,11,2.25937641211026,0.0153374233128834,3.9,8.1246995343,0.092,0.546,3.0,271,0.39,0.0738,0.0103931315,0.0072300045,6.5,21.1,7356.0765823,0.1356609582,0.133,0.239,5.8,0.2376
"South Dakota, Minnehaha",35584,377,6.24235259959767,0.0338354316546763,265.0,86.650261598,0.6765,0.477,5.0,2210,0.7,0.33,0.0647773699,0.0278106141,8.0,12.4,6120.2478018,0.1544566923,0.087,0.323,8.0,0.1414
"South Dakota, Moody",735,20,2.43198054415565,0.0217687074829932,11.7,14.957945231,0.3155,0.599,3.0,912,0.63,0.0,0.0135278918,0.1352789178,7.1,18.0,5220.9687195,0.1664040645,0.134,0.365,9.4,0.3318
"South Dakota, Oglala Lakota",2290,52,4.89202599762387,0.0305676855895196,7.2,19.73949716,0.9882,0.444,2.3,14,0.64,0.0,0.0029352156,0.9251520022,4.5,6.8,28579.661497,0.3782224128,0.19,0.395,36.5,0.9971
"South Dakota, Pennington",18933,232,11.4741920181869,0.0677124597264036,42.7,53.069404442,0.8118,0.598,4.3,1802,0.85,0.46,0.0133895408,0.1011823251,5.5,16.7,7390.4512226,0.1624288049,0.096,0.285,10.8,0.1844
"South Dakota, Perkins",386,14,3.42231348391513,0.0259067357512953,1.0,4.7762828518,0.3954,0.764,3.0,1466,0.6725,0.0575,0.0051334702,0.0198494182,4.9,22.8,8289.4547164,0.143171425,0.099,0.298,8.9,0.1032
"South Dakota, Potter",403,4,0.453103760761214,0.0024813895781637,2.7,11.393765908,0.1611,0.543,3.0,2137,0.0,0.0,0.0045310376,0.0240144993,5.4,27.9,5752.6373929,0.1192919131,0.102,0.277,7.5,0.0551
"South Dakota, Roberts",1481,43,2.29731023260266,0.0162052667116813,9.1,13.07898485,0.5059,0.503,3.7,2251,0.57,0.0,0.0067004882,0.3836508088,5.8,19.1,11737.888523,0.2093388754,0.169,0.366,20.4,0.5962
"South Dakota, Sanborn",366,3,2.88184438040346,0.0191256830601093,3.6,7.7486192782,0.0392,0.613,3.0,981,0.2762,0.025,0.0016467682,0.0045286126,6.3,18.8,5000.9188499,0.1417993925,0.133,0.394,7.0,0.1207
"South Dakota, Spink",967,26,4.31100846805235,0.0289555325749741,4.1,21.901977947,0.2767,0.64,3.0,1239,0.19,0.0,0.0061585835,0.0269438029,5.9,20.2,8721.2722938,0.1426268229,0.143,0.404,6.3,0.086
"South Dakota, Stanley",398,3,2.64725347452019,0.0201005025125628,1.8,47.62580042,0.241,0.484,3.7,775,0.4625,0.045,0.006287227,0.0688285903,5.2,18.3,5574.719167,0.1310052416,0.111,0.28,3.8,0.0057
"South Dakota, Sully",151,3,1.4367816091954,0.0132450331125828,1.4,0.7636011299,0.0573,0.685,3.0,288,0.3362,0.045,0.0043103448,0.0244252874,5.4,22.5,,0.1271237416,0.055,0.278,5.1,0.0
"South Dakota, Todd",1428,33,6.41836040066129,0.046218487394958,7.2,26.59685891,0.9472,0.548,2.0,1641,0.78,0.0,0.0053486337,0.8571428571,5.2,7.5,20823.995536,0.4149130895,0.142,0.387,30.2,0.9911
"South Dakota, Tripp",824,18,3.46841913106973,0.0230582524271845,3.4,57.063288019,0.2706,0.693,3.0,1084,0.35,0.0,0.004381161,0.1465863454,5.5,22.1,9614.7887876,0.1733588891,0.108,0.356,6.7,0.4369
"South Dakota, Turner",1291,60,3.08641975308642,0.0201394268009295,11.1,7.6507566738,0.1057,0.644,3.0,895,0.14,0.0575,0.0053418803,0.0111585945,7.7,20.3,7848.2880672,0.1379393362,0.104,0.378,5.9,0.108
"South Dakota, Union",2469,43,3.77745054100775,0.0238963142972864,38.6,284.0349518,0.0704,0.563,4.3,1343,0.72,0.0,0.0111402779,0.0083872207,8.7,16.9,5162.277661,0.1307252947,0.127,0.303,5.4,0.0232
"South Dakota, Walworth",835,16,4.65366028279936,0.0311377245508982,7.3,39.297127875,0.8058,0.688,3.7,1638,0.2,0.0,0.0042956864,0.1431895472,5.4,23.4,9478.0515518,0.1500276192,0.142,0.316,9.0,0.1484
"South Dakota, Yankton",3394,36,4.32900432900433,0.0291691219799646,45.1,60.398008087,0.6151,0.443,4.0,1959,0.73,0.06,0.0193712012,0.032052123,7.8,18.0,7598.1504268,0.1476660184,0.09,0.376,6.8,0.1838
"South Dakota, Ziebach",379,9,3.28227571115974,0.0237467018469657,1.3,0.6469226036,0.971,0.757,3.0,290,0.5762,0.0575,0.0047410649,0.7038657914,4.9,9.0,11782.78994,0.320211748,0.175,0.516,27.5,0.965
"Tennessee, Anderson",12411,204,7.47888392039957,0.0460881476109902,277.4,131.70824261,0.5664,0.522,5.0,898,0.76,0.37,0.0390418661,0.0045370152,10.3,19.4,10009.216744,0.2092501774,0.108,0.329,9.4,0.5468
"Tennessee, Bedford",8798,149,7.15771442554753,0.0398954307797227,97.9,80.48438595,0.5454,0.656,5.0,1149,0.33,0.14,0.0758799299,0.011399323,10.5,14.8,10293.662695,0.2269253409,0.109,0.336,11.3,0.6592
"Tennessee, Benton",2653,48,9.268413247652,0.0565397663022993,34.4,22.113900568,0.51,0.621,5.0,600,0.08,0.0,0.0240978744,0.0056846268,10.0,23.9,14479.256537,0.2365873986,0.141,0.346,9.0,0.8844
"Tennessee, Bledsoe",3383,14,9.08166723144697,0.0396098137747561,28.5,21.008585523,0.8233,0.707,3.3,956,0.19,0.0,0.0710267706,0.0058963063,9.4,18.1,8125.9163282,0.2466139694,0.099,0.327,12.2,0.8997
"Tennessee, Blount",22964,246,9.1511926242301,0.0523427974220519,218.9,94.929627158,0.3142,0.548,5.0,1315,0.53,0.47,0.0291665715,0.0042101577,10.1,19.5,8841.6711887,0.2132230222,0.134,0.329,8.7,0.3271
"Tennessee, Bradley",21529,172,6.57752958482858,0.0326071810116587,320.4,138.67439905,0.687,0.651,5.0,1016,0.96,0.49,0.0485256777,0.0062402204,10.7,16.6,8125.2818353,0.2177821388,0.168,0.378,11.1,0.6366
"Tennessee, Campbell",6656,72,16.976985069348,0.100961538461538,72.1,133.47749899,0.611,0.632,5.0,640,0.58,0.45,0.0047747771,0.0034358184,9.7,20.2,13905.45555,0.2389986202,0.157,0.327,11.4,0.8895
"Tennessee, Cannon",2725,39,6.08491218365371,0.0322935779816514,40.3,47.659058146,0.3585,0.733,4.0,777,0.11,0.2162,0.015834601,0.0034573365,9.7,18.3,11228.906636,0.2220758767,0.108,0.369,9.8,0.5965
"Tennessee, Carroll",5514,98,10.2426837972877,0.0520493289807762,42.2,39.744365764,0.6979,0.594,4.3,652,0.42,0.26,0.0993219129,0.0063882941,10.2,19.8,10178.96221,0.2289530901,0.12,0.301,9.1,0.7908
"Tennessee, Carter",10122,204,8.62451420560416,0.048014226437463,133.1,99.446206154,0.5871,0.65,5.0,1138,0.8,0.53,0.0149420596,0.0029990595,9.4,20.8,9602.2477367,0.2476691186,0.211,0.377,12.1,0.7873
"Tennessee, Cheatham",6786,64,7.29493805484804,0.0434718538166814,101.2,80.69422706,0.2225,0.572,5.0,1232,0.0,0.0,0.0184969955,0.0054402928,10.6,14.2,10215.375858,0.2028595717,0.107,0.32,9.4,0.4271
"Tennessee, Chester",3413,68,7.98796017596666,0.0404336360972751,52.2,23.38524283,0.4973,0.693,5.0,480,0.5088,0.1413,0.0929034499,0.0048622366,9.7,16.6,7781.4276357,0.2165024314,0.171,0.311,13.6,0.8242
"Tennessee, Claiborne",5198,90,14.10757022295,0.0861869949980762,68.5,63.671572563,0.6094,0.618,5.0,992,0.85,0.57,0.0115568711,0.0035583827,10.0,19.1,11588.814157,0.2266098748,0.139,0.26,7.6,0.9207
"Tennessee, Clay",1459,36,10.4963068549955,0.0555174777244688,27.9,31.389068367,0.5279,0.75,3.7,630,0.5725,0.1987,0.0156796683,0.003757937,9.9,24.0,13806.558013,0.2542118208,0.089,0.307,11.2,0.8041
"Tennessee, Cocke",7030,104,10.90177223682,0.0554765291607397,71.7,107.36601495,0.2127,0.563,5.0,1019,1.0,0.78,0.0200983955,0.0060379046,9.6,20.3,14175.582324,0.2406857809,0.212,0.365,11.2,0.9475
"Tennessee, Coffee",10213,145,8.42010771992819,0.04592186429061,134.8,82.934583943,0.3429,0.615,5.0,1194,0.43,0.09,0.0368402154,0.0047755835,10.2,17.1,10314.971566,0.2235554709,0.146,0.32,9.2,0.5382
"Tennessee, Crockett",3283,59,6.76996091568956,0.0295461468169357,47.9,30.447720552,0.4072,0.597,4.3,534,0.3562,0.2075,0.1378419877,0.007467895,10.1,18.2,10579.896167,0.2288432399,0.117,0.401,11.1,0.7538
"Tennessee, Cumberland",10645,203,7.62488897826488,0.0427430718647252,87.7,28.2451145,0.3187,0.586,5.0,775,0.75,0.62,0.0059323312,0.0044241114,9.3,29.9,9915.3041892,0.1994625774,0.15,0.343,9.6,0.6468
"Tennessee, Davidson",117822,1101,5.69747916146275,0.0334911985877001,1597.6,630.49204258,0.8125,0.448,5.0,1791,0.72,0.32,0.2709089255,0.0048715901,10.6,11.7,8403.7960555,0.1810689948,0.097,0.297,11.9,0.3535
"Tennessee, Decatur",2357,42,8.11549632667008,0.0403054730589733,30.6,46.45076195,0.235,0.673,4.0,523,0.4725,0.1175,0.0287886554,0.0035879036,9.7,23.2,8880.8809065,0.226980111,0.157,0.319,9.1,0.8064
